order_id,invoice_id,order_date,ship_date,region,country,state,city,sales_channel,customer_segment,customer_name,sales_rep,product,category,subcategory,quantity,unit_price,discount_pct,gross_revenue,net_revenue,shipping_cost,total_cost,profit,profit_margin_pct,payment_method,order_priority,fulfillment_status,returned,satisfaction_score
SO-2024-00096,INV-000096,2024-05-01,2024-05-06,West,United States,California,San Francisco,Marketplace,SMB,Greenline Foods,Priya Nair,Vertex Monitor,Electronics,Displays,4,345.87,0.03,1383.48,1341.98,65.31,1022.52,319.45,23.80,PayPal,Low,Delivered,no,3
SO-2024-00097,INV-000097,2024-04-25,2024-04-27,South,United States,Texas,Dallas,Retail,Consumer,BluePeak Partners,Priya Nair,Orbit Camera,Electronics,Security,7,211.09,0.10,1477.63,1329.87,30.71,977.71,352.16,26.48,Invoice,Low,Delivered,no,5
SO-2024-00098,INV-000098,2024-04-17,2024-04-23,South,United States,Texas,Dallas,Online,Consumer,Northwind Logistics,Marcus Lee,Pulse Headphones,Electronics,Accessories,21,201.73,0.08,4236.33,3897.42,40.02,2333.83,1563.60,40.12,ACH,Critical,Returned,yes,4
SO-2024-00099,INV-000099,2024-05-18,2024-05-23,West,United States,Washington,Seattle,Online,SMB,Lighthouse Logistics,Noah Bennett,Aurora Laptop,Electronics,Computers,11,1307.57,0.03,14383.27,13951.77,52.08,9814.72,4137.05,29.65,PayPal,Critical,Delivered,no,4
SO-2024-00100,INV-000100,2024-05-17,2024-05-19,East,United States,Pennsylvania,Philadelphia,Marketplace,Enterprise,Summit Foods,Daniel Brooks,Summit Desk,Furniture,Office,12,506.73,0.03,6080.76,5898.34,72.94,3837.00,2061.34,34.95,Wire Transfer,Critical,Delivered,no,3
SO-2024-00101,INV-000101,2024-04-25,2024-04-27,West,United States,Washington,Seattle,Inside Sales,SMB,Summit Services,Priya Nair,Harbor Chair,Furniture,Office,5,213.46,0.05,1067.30,1013.93,83.73,780.75,233.18,23.00,PayPal,Critical,Delivered,no,4
SO-2024-00102,INV-000102,2024-04-12,2024-04-13,West,United States,Washington,Seattle,Distributor,Consumer,Lighthouse Services,Anika Shah,Harbor Chair,Furniture,Office,14,241.73,0.00,3384.22,3384.22,29.86,1966.40,1417.82,41.90,Credit Card,Critical,Returned,yes,2
SO-2024-00103,INV-000103,2024-05-07,2024-05-10,East,United States,Pennsylvania,Philadelphia,Marketplace,Consumer,PrimeAxis Homes,Jordan Reed,Harbor Chair,Furniture,Office,3,235.21,0.08,705.63,649.18,58.63,474.08,175.10,26.97,Wire Transfer,Low,Processing,no,4
SO-2024-00104,INV-000104,2024-05-18,2024-05-21,East,United States,Pennsylvania,Philadelphia,Distributor,Government,Greenline Technologies,Priya Nair,Terra Blender,Home Appliances,Kitchen,26,118.36,0.08,3077.36,2831.17,54.26,2016.76,814.41,28.77,ACH,Medium,Returned,yes,3
SO-2024-00105,INV-000105,2024-04-24,2024-04-28,East,United States,Pennsylvania,Philadelphia,Distributor,Enterprise,Elevate Partners,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,21,299.15,0.03,6282.15,6093.69,61.28,3641.50,2452.19,40.24,Invoice,Low,Processing,no,4
SO-2024-00106,INV-000106,2024-05-29,2024-06-04,East,United States,Virginia,Richmond,Distributor,SMB,Northwind Services,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,2,288.82,0.03,577.64,560.31,92.27,444.29,116.02,20.71,Wire Transfer,Medium,Delivered,no,3
SO-2024-00107,INV-000107,2024-04-28,2024-04-29,North,United States,Massachusetts,Boston,Marketplace,SMB,Northwind Stores,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,16,268.28,0.00,4292.48,4292.48,46.28,2676.78,1615.70,37.64,PayPal,Critical,Processing,no,4
SO-2024-00108,INV-000108,2024-05-21,2024-05-24,West,United States,Washington,Seattle,Retail,SMB,Elevate Homes,Elena Cruz,Pulse Headphones,Electronics,Accessories,19,183.73,0.12,3490.87,3071.97,84.02,2102.81,969.15,31.55,ACH,High,Delivered,no,3
SO-2024-00109,INV-000109,2024-06-02,2024-06-04,East,United States,Virginia,Richmond,Marketplace,Government,BrightPath Logistics,Sana Khan,Harbor Chair,Furniture,Office,24,254.13,0.03,6099.12,5916.15,51.82,3454.10,2462.05,41.62,Invoice,Medium,Delivered,no,4
SO-2024-00110,INV-000110,2024-06-03,2024-06-04,East,United States,Virginia,Richmond,Retail,Enterprise,PrimeAxis Partners,Marcus Lee,Aurora Laptop,Electronics,Computers,13,1399.18,0.10,18189.34,16370.41,33.28,11144.27,5226.14,31.92,Wire Transfer,Low,Delivered,no,5
SO-2024-00111,INV-000111,2024-05-30,2024-06-01,South,United States,Florida,Miami,Distributor,Government,PrimeAxis Stores,Noah Bennett,Orbit Camera,Electronics,Security,3,198.43,0.03,595.29,577.43,71.54,438.98,138.45,23.98,Wire Transfer,High,Delivered,no,4
SO-2024-00112,INV-000112,2024-04-26,2024-05-02,North,United States,New York,New York,Online,Government,Cobalt Stores,Noah Bennett,Harbor Chair,Furniture,Office,20,224.75,0.10,4495.00,4045.50,72.02,3031.84,1013.66,25.06,Wire Transfer,High,Delivered,no,3
SO-2024-00113,INV-000113,2024-05-28,2024-06-02,East,United States,Virginia,Richmond,Distributor,Consumer,Greenline Foods,Marcus Lee,Aurora Laptop,Electronics,Computers,5,1400.63,0.03,7003.15,6793.06,35.62,4566.13,2226.93,32.78,Credit Card,High,Processing,no,3
SO-2024-00114,INV-000114,2024-06-07,2024-06-09,East,United States,Virginia,Richmond,Inside Sales,Enterprise,Cobalt Foods,Sana Khan,Vertex Monitor,Electronics,Displays,2,406.11,0.12,812.22,714.75,36.49,527.81,186.95,26.16,Credit Card,Medium,Processing,no,3
SO-2024-00115,INV-000115,2024-05-09,2024-05-10,East,United States,Pennsylvania,Philadelphia,Retail,Enterprise,BrightPath Technologies,Jordan Reed,Vertex Monitor,Electronics,Displays,10,371.32,0.05,3713.20,3527.54,74.56,2610.34,917.20,26.00,PayPal,High,Delivered,no,3
SO-2024-00116,INV-000116,2024-06-08,2024-06-09,East,United States,Virginia,Richmond,Marketplace,Consumer,Greenline Homes,Sana Khan,Apex Drill,Industrial,Tools,22,367.89,0.03,8093.58,7850.77,42.51,4600.15,3250.62,41.41,ACH,Critical,Processing,no,5
SO-2024-00117,INV-000117,2024-06-08,2024-06-13,South,United States,Florida,Miami,Marketplace,SMB,Northwind Foods,Priya Nair,Summit Desk,Furniture,Office,27,413.69,0.05,11169.63,10611.15,55.84,8048.03,2563.11,24.15,Wire Transfer,High,Delivered,no,5
SO-2024-00118,INV-000118,2024-06-09,2024-06-11,North,United States,Massachusetts,Boston,Distributor,Government,Greenline Foods,Anika Shah,Vertex Monitor,Electronics,Displays,24,390.98,0.00,9383.52,9383.52,86.61,5826.84,3556.68,37.90,ACH,Critical,Returned,yes,4
SO-2024-00119,INV-000119,2024-05-23,2024-05-26,North,United States,New York,New York,Online,Government,PrimeAxis Retail,Anika Shah,Harbor Chair,Furniture,Office,28,210.51,0.00,5894.28,5894.28,60.00,3790.44,2103.84,35.69,Invoice,Critical,Delivered,no,3
SO-2024-00120,INV-000120,2024-05-22,2024-05-26,West,United States,California,San Francisco,Retail,Government,Summit Logistics,Priya Nair,Pulse Headphones,Electronics,Accessories,16,209.05,0.05,3344.80,3177.56,43.18,1743.61,1433.95,45.13,Wire Transfer,Low,Delivered,no,3
SO-2024-00121,INV-000121,2024-06-12,2024-06-18,West,United States,Washington,Seattle,Online,Government,SilverOak Logistics,Anika Shah,Harbor Chair,Furniture,Office,19,236.68,0.05,4496.92,4272.07,80.34,2675.34,1596.74,37.38,Wire Transfer,Medium,Delivered,no,3
SO-2024-00122,INV-000122,2024-05-29,2024-06-03,North,United States,New York,New York,Marketplace,Consumer,Northwind Stores,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,23,689.79,0.00,15865.17,15865.17,32.31,9357.19,6507.98,41.02,ACH,High,Delivered,no,5
SO-2024-00123,INV-000123,2024-05-17,2024-05-20,East,United States,Pennsylvania,Philadelphia,Distributor,Enterprise,Cobalt Foods,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,6,317.02,0.08,1902.12,1749.95,30.35,1028.40,721.55,41.23,PayPal,High,Delivered,no,5
SO-2024-00124,INV-000124,2024-05-12,2024-05-15,West,United States,California,San Francisco,Marketplace,Government,Lighthouse Retail,Sana Khan,Apex Drill,Industrial,Tools,14,305.25,0.08,4273.50,3931.62,51.30,3173.35,758.27,19.29,ACH,Medium,Delivered,no,4
SO-2024-00125,INV-000125,2024-05-17,2024-05-20,East,United States,Virginia,Richmond,Distributor,Enterprise,Northwind Partners,Jordan Reed,Summit Desk,Furniture,Office,22,413.36,0.05,9093.92,8639.22,82.31,6384.72,2254.50,26.10,Wire Transfer,Medium,Delivered,no,4
SO-2024-00126,INV-000126,2024-05-24,2024-05-25,East,United States,Pennsylvania,Philadelphia,Distributor,SMB,Elevate Supply,Daniel Brooks,Summit Desk,Furniture,Office,8,515.76,0.10,4126.08,3713.47,21.74,2570.42,1143.05,30.78,Invoice,Critical,Delivered,no,4
SO-2024-00127,INV-000127,2024-05-25,2024-05-28,East,United States,Pennsylvania,Philadelphia,Inside Sales,Government,SilverOak Technologies,Anika Shah,Orbit Camera,Electronics,Security,13,221.92,0.05,2884.96,2740.71,50.68,1780.96,959.75,35.02,ACH,Medium,Delivered,no,5
SO-2024-00128,INV-000128,2024-05-23,2024-05-28,North,United States,New York,New York,Inside Sales,Consumer,Lighthouse Foods,Noah Bennett,Pulse Headphones,Electronics,Accessories,20,194.78,0.05,3895.60,3700.82,36.50,2042.93,1657.89,44.80,PayPal,Critical,Delivered,no,3
SO-2024-00129,INV-000129,2024-05-16,2024-05-22,South,United States,Texas,Dallas,Distributor,SMB,Northwind Retail,Marcus Lee,Terra Blender,Home Appliances,Kitchen,19,129.90,0.08,2468.10,2270.65,94.20,1605.47,665.19,29.29,Credit Card,Medium,Delivered,no,3
SO-2024-00130,INV-000130,2024-06-01,2024-06-02,West,United States,Washington,Seattle,Distributor,Enterprise,PrimeAxis Foods,Anika Shah,Summit Desk,Furniture,Office,21,480.03,0.08,10080.63,9274.18,87.76,6525.07,2749.11,29.64,ACH,High,Returned,yes,4
SO-2024-00131,INV-000131,2024-06-11,2024-06-17,North,United States,New York,New York,Inside Sales,Consumer,Elevate Foods,Elena Cruz,Harbor Chair,Furniture,Office,23,237.08,0.00,5452.84,5452.84,20.88,3104.60,2348.24,43.06,PayPal,Low,Delivered,no,4
SO-2024-00132,INV-000132,2024-06-16,2024-06-18,West,United States,Washington,Seattle,Distributor,Government,BluePeak Industries,Noah Bennett,Apex Drill,Industrial,Tools,24,308.84,0.10,7412.16,6670.94,80.73,4967.89,1703.06,25.53,Credit Card,Low,Delivered,no,5
SO-2024-00133,INV-000133,2024-06-12,2024-06-16,North,United States,Massachusetts,Boston,Marketplace,Government,SilverOak Supply,Elena Cruz,Pulse Headphones,Electronics,Accessories,22,204.86,0.08,4506.92,4146.37,93.12,2509.60,1636.77,39.47,Credit Card,Low,Delivered,no,5
SO-2024-00134,INV-000134,2024-05-24,2024-05-27,North,United States,New York,New York,Marketplace,SMB,BrightPath Stores,Sana Khan,Harbor Chair,Furniture,Office,2,270.07,0.08,540.14,496.93,23.97,316.11,180.82,36.39,ACH,High,Delivered,no,4
SO-2024-00135,INV-000135,2024-06-15,2024-06-21,North,United States,Massachusetts,Boston,Inside Sales,Government,Summit Retail,Noah Bennett,Pulse Headphones,Electronics,Accessories,13,168.96,0.05,2196.48,2086.66,31.27,1316.33,770.33,36.92,Wire Transfer,High,Processing,no,5
SO-2024-00136,INV-000136,2024-05-26,2024-06-01,West,United States,California,San Francisco,Retail,Government,BluePeak Partners,Priya Nair,Apex Drill,Industrial,Tools,20,346.03,0.00,6920.60,6920.60,76.09,4256.96,2663.64,38.49,PayPal,High,Delivered,no,4
SO-2024-00137,INV-000137,2024-05-16,2024-05-19,North,United States,Massachusetts,Boston,Online,Consumer,BluePeak Retail,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,16,631.85,0.03,10109.60,9806.31,20.49,6542.09,3264.23,33.29,ACH,High,Processing,no,4
SO-2024-00138,INV-000138,2024-06-12,2024-06-16,East,United States,Virginia,Richmond,Retail,Consumer,Cobalt Stores,Elena Cruz,Aurora Laptop,Electronics,Computers,26,1126.63,0.08,29292.38,26948.99,87.13,23617.13,3331.86,12.36,Invoice,Critical,Delivered,no,3
SO-2024-00139,INV-000139,2024-06-14,2024-06-17,South,United States,Texas,Dallas,Retail,Government,Elevate Services,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,15,621.70,0.12,9325.50,8206.44,18.38,6256.67,1949.77,23.76,Wire Transfer,High,Processing,no,3
SO-2024-00140,INV-000140,2024-06-27,2024-07-01,East,United States,Pennsylvania,Philadelphia,Marketplace,SMB,BrightPath Technologies,Noah Bennett,Apex Drill,Industrial,Tools,27,363.27,0.05,9808.29,9317.88,39.78,6037.83,3280.05,35.20,Invoice,Medium,Delivered,no,4
SO-2024-00141,INV-000141,2024-07-03,2024-07-09,East,United States,Virginia,Richmond,Marketplace,SMB,Summit Logistics,Priya Nair,Terra Blender,Home Appliances,Kitchen,17,145.98,0.12,2481.66,2183.86,32.12,1296.57,887.29,40.63,ACH,Low,Processing,no,5
SO-2024-00142,INV-000142,2024-06-18,2024-06-21,South,United States,Florida,Miami,Inside Sales,SMB,BrightPath Supply,Sana Khan,Vertex Monitor,Electronics,Displays,28,401.79,0.12,11250.12,9900.11,82.37,7056.49,2843.62,28.72,PayPal,Low,Delivered,no,4
SO-2024-00143,INV-000143,2024-06-28,2024-07-02,West,United States,Washington,Seattle,Online,Enterprise,PrimeAxis Services,Marcus Lee,Crest Air Purifier,Home Appliances,Air Quality,19,282.27,0.12,5363.13,4719.55,69.41,3322.49,1397.07,29.60,Invoice,Medium,Delivered,no,5
SO-2024-00144,INV-000144,2024-06-28,2024-07-04,North,United States,New York,New York,Marketplace,SMB,BrightPath Supply,Noah Bennett,Crest Air Purifier,Home Appliances,Air Quality,23,292.43,0.12,6725.89,5918.78,39.52,4093.88,1824.90,30.83,Invoice,Critical,Delivered,no,4
SO-2024-00145,INV-000145,2024-06-15,2024-06-16,South,United States,Texas,Dallas,Inside Sales,Government,Summit Partners,Marcus Lee,Crest Air Purifier,Home Appliances,Air Quality,17,253.10,0.05,4302.70,4087.56,88.41,2843.10,1244.47,30.45,ACH,Critical,Delivered,no,4
SO-2024-00146,INV-000146,2024-06-22,2024-06-28,North,United States,Massachusetts,Boston,Retail,SMB,BluePeak Stores,Priya Nair,Vertex Monitor,Electronics,Displays,24,378.10,0.00,9074.40,9074.40,36.92,6025.03,3049.37,33.60,Invoice,Critical,Delivered,no,4
SO-2024-00147,INV-000147,2024-07-05,2024-07-07,West,United States,California,San Francisco,Distributor,Enterprise,Elevate Industries,Marcus Lee,Summit Desk,Furniture,Office,7,480.35,0.05,3362.45,3194.33,44.83,2209.95,984.37,30.82,Wire Transfer,High,Processing,no,5
SO-2024-00148,INV-000148,2024-06-30,2024-07-02,North,United States,Massachusetts,Boston,Marketplace,Government,Elevate Industries,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,13,626.13,0.05,8139.69,7732.71,21.46,5702.50,2030.20,26.25,Invoice,High,Delivered,no,4
SO-2024-00149,INV-000149,2024-07-10,2024-07-16,South,United States,Texas,Dallas,Retail,Consumer,BrightPath Logistics,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,27,267.10,0.08,7211.70,6634.76,60.98,4753.29,1881.48,28.36,ACH,Critical,Delivered,no,4
SO-2024-00150,INV-000150,2024-07-04,2024-07-08,South,United States,Texas,Dallas,Distributor,Consumer,PrimeAxis Stores,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,15,258.99,0.10,3884.85,3496.37,56.60,2737.70,758.67,21.70,Wire Transfer,High,Delivered,no,4
SO-2024-00151,INV-000151,2024-06-21,2024-06-22,North,United States,New York,New York,Distributor,Government,Lighthouse Industries,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,17,255.42,0.12,4342.14,3821.08,43.87,2960.63,860.45,22.52,Credit Card,Low,Processing,no,3
SO-2024-00152,INV-000152,2024-06-17,2024-06-19,North,United States,New York,New York,Inside Sales,Consumer,Elevate Logistics,Anika Shah,Harbor Chair,Furniture,Office,19,228.26,0.12,4336.94,3816.51,49.96,2800.71,1015.80,26.62,PayPal,Medium,Delivered,no,4
SO-2024-00153,INV-000153,2024-06-20,2024-06-21,South,United States,Florida,Miami,Inside Sales,Government,SilverOak Services,Priya Nair,Nimbus Tablet,Electronics,Mobile Devices,16,615.47,0.12,9847.52,8665.82,79.79,6885.06,1780.76,20.55,ACH,Medium,Delivered,no,3
SO-2024-00154,INV-000154,2024-07-08,2024-07-11,North,United States,New York,New York,Retail,Government,PrimeAxis Logistics,Anika Shah,Summit Desk,Furniture,Office,19,437.46,0.08,8311.74,7646.80,25.98,6065.26,1581.55,20.68,Invoice,Medium,Delivered,no,5
SO-2024-00155,INV-000155,2024-06-12,2024-06-18,South,United States,Florida,Miami,Distributor,Enterprise,Cobalt Industries,Jordan Reed,Pulse Headphones,Electronics,Accessories,12,207.03,0.12,2484.36,2186.24,82.02,1314.74,871.50,39.86,PayPal,High,Delivered,no,5
SO-2024-00156,INV-000156,2024-07-05,2024-07-08,West,United States,Washington,Seattle,Distributor,SMB,BluePeak Foods,Sana Khan,Terra Blender,Home Appliances,Kitchen,20,113.60,0.12,2272.00,1999.36,82.31,1519.65,479.71,23.99,Wire Transfer,Critical,Delivered,no,4
SO-2024-00157,INV-000157,2024-06-26,2024-07-01,East,United States,Virginia,Richmond,Distributor,Enterprise,Northwind Logistics,Jordan Reed,Terra Blender,Home Appliances,Kitchen,20,117.90,0.12,2358.00,2075.04,52.28,1534.13,540.91,26.07,Wire Transfer,Critical,Delivered,no,4
SO-2024-00158,INV-000158,2024-06-18,2024-06-24,West,United States,California,San Francisco,Inside Sales,SMB,BrightPath Logistics,Anika Shah,Aurora Laptop,Electronics,Computers,6,1385.59,0.03,8313.54,8064.13,25.20,5427.71,2636.42,32.69,PayPal,High,Delivered,no,5
SO-2024-00159,INV-000159,2024-07-18,2024-07-19,West,United States,California,San Francisco,Inside Sales,Enterprise,Northwind Retail,Sana Khan,Summit Desk,Furniture,Office,24,415.28,0.00,9966.72,9966.72,51.57,6961.11,3005.61,30.16,Wire Transfer,Critical,Processing,no,3
SO-2024-00160,INV-000160,2024-06-13,2024-06-19,West,United States,California,San Francisco,Marketplace,Enterprise,Greenline Logistics,Priya Nair,Summit Desk,Furniture,Office,27,416.14,0.03,11235.78,10898.71,42.51,7974.94,2923.77,26.83,PayPal,High,Delivered,no,5
SO-2024-00161,INV-000161,2024-07-05,2024-07-10,South,United States,Texas,Dallas,Inside Sales,SMB,Summit Industries,Marcus Lee,Summit Desk,Furniture,Office,23,456.71,0.00,10504.33,10504.33,19.20,6614.60,3889.73,37.03,Invoice,Low,Processing,no,3
SO-2024-00162,INV-000162,2024-07-24,2024-07-25,East,United States,Virginia,Richmond,Distributor,Government,Northwind Supply,Jordan Reed,Orbit Camera,Electronics,Security,23,242.59,0.00,5579.57,5579.57,54.97,3014.24,2565.33,45.98,Wire Transfer,Critical,Delivered,no,5
SO-2024-00163,INV-000163,2024-07-14,2024-07-15,North,United States,Massachusetts,Boston,Online,Enterprise,Lighthouse Logistics,Anika Shah,Crest Air Purifier,Home Appliances,Air Quality,13,313.27,0.00,4072.51,4072.51,44.11,2346.84,1725.67,42.37,Invoice,Medium,Delivered,no,3
SO-2024-00164,INV-000164,2024-07-14,2024-07-17,West,United States,California,San Francisco,Inside Sales,Enterprise,BrightPath Logistics,Marcus Lee,Aurora Laptop,Electronics,Computers,22,1330.54,0.12,29271.88,25759.25,46.48,19343.62,6415.64,24.91,Wire Transfer,High,Delivered,no,4
SO-2024-00165,INV-000165,2024-07-02,2024-07-08,North,United States,Massachusetts,Boston,Marketplace,Enterprise,Lighthouse Services,Elena Cruz,Crest Air Purifier,Home Appliances,Air Quality,15,298.47,0.12,4477.05,3939.80,31.81,2510.10,1429.70,36.29,Wire Transfer,Low,Delivered,no,3
SO-2024-00166,INV-000166,2024-06-24,2024-06-28,North,United States,New York,New York,Inside Sales,Government,BluePeak Retail,Elena Cruz,Pulse Headphones,Electronics,Accessories,13,192.02,0.12,2496.26,2196.71,80.27,1394.48,802.23,36.52,ACH,Low,Delivered,no,4
SO-2024-00167,INV-000167,2024-07-16,2024-07-20,North,United States,Massachusetts,Boston,Retail,Enterprise,Elevate Logistics,Anika Shah,Crest Air Purifier,Home Appliances,Air Quality,18,271.64,0.05,4889.52,4645.04,83.33,3029.29,1615.76,34.78,Credit Card,Medium,Delivered,no,3
SO-2024-00168,INV-000168,2024-07-10,2024-07-12,East,United States,Pennsylvania,Philadelphia,Retail,Government,SilverOak Technologies,Daniel Brooks,Vertex Monitor,Electronics,Displays,7,425.28,0.12,2976.96,2619.72,14.94,1760.07,859.66,32.81,Invoice,Low,Processing,no,5
SO-2024-00169,INV-000169,2024-07-19,2024-07-25,North,United States,Massachusetts,Boston,Inside Sales,Enterprise,BrightPath Partners,Noah Bennett,Terra Blender,Home Appliances,Kitchen,3,119.54,0.12,358.62,315.59,54.81,269.15,46.43,14.71,Credit Card,High,Processing,no,3
SO-2024-00170,INV-000170,2024-07-27,2024-07-29,East,United States,Virginia,Richmond,Distributor,Enterprise,Greenline Retail,Marcus Lee,Harbor Chair,Furniture,Office,16,233.20,0.05,3731.20,3544.64,94.82,2420.08,1124.56,31.73,ACH,High,Delivered,no,5
SO-2024-00171,INV-000171,2024-06-19,2024-06-25,East,United States,Pennsylvania,Philadelphia,Retail,Consumer,Lighthouse Retail,Jordan Reed,Aurora Laptop,Electronics,Computers,14,1374.83,0.10,19247.62,17322.86,37.52,11616.69,5706.17,32.94,Credit Card,Medium,Processing,no,5
SO-2024-00172,INV-000172,2024-07-19,2024-07-25,East,United States,Pennsylvania,Philadelphia,Retail,Consumer,Cobalt Stores,Elena Cruz,Apex Drill,Industrial,Tools,4,339.20,0.08,1356.80,1248.26,23.08,912.13,336.12,26.93,Invoice,Critical,Delivered,no,5
SO-2024-00173,INV-000173,2024-07-19,2024-07-22,East,United States,Pennsylvania,Philadelphia,Distributor,Consumer,Greenline Homes,Sana Khan,Terra Blender,Home Appliances,Kitchen,9,116.03,0.00,1044.27,1044.27,23.30,724.21,320.06,30.65,Credit Card,High,Delivered,no,3
SO-2024-00174,INV-000174,2024-07-21,2024-07-24,East,United States,Virginia,Richmond,Retail,Enterprise,SilverOak Technologies,Marcus Lee,Vertex Monitor,Electronics,Displays,5,342.43,0.12,1712.15,1506.69,68.94,1318.76,187.94,12.47,Invoice,Critical,Delivered,no,5
SO-2024-00175,INV-000175,2024-07-09,2024-07-11,East,United States,Virginia,Richmond,Online,Enterprise,BluePeak Stores,Anika Shah,Aurora Laptop,Electronics,Computers,2,1408.30,0.12,2816.60,2478.61,49.53,1813.14,665.47,26.85,Wire Transfer,Medium,Processing,no,3
SO-2024-00176,INV-000176,2024-08-06,2024-08-12,East,United States,Pennsylvania,Philadelphia,Distributor,SMB,BluePeak Supply,Jordan Reed,Apex Drill,Industrial,Tools,22,296.71,0.08,6527.62,6005.41,33.48,4919.27,1086.14,18.09,Invoice,Low,Returned,yes,2
SO-2024-00177,INV-000177,2024-07-05,2024-07-10,North,United States,New York,New York,Inside Sales,Consumer,SilverOak Stores,Noah Bennett,Vertex Monitor,Electronics,Displays,15,414.49,0.05,6217.35,5906.48,53.18,3614.16,2292.32,38.81,Wire Transfer,Low,Delivered,no,5
SO-2024-00178,INV-000178,2024-08-06,2024-08-09,South,United States,Florida,Miami,Retail,Enterprise,SilverOak Foods,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,17,275.41,0.08,4681.97,4307.41,51.76,2807.08,1500.33,34.83,Invoice,Critical,Processing,no,5
SO-2024-00179,INV-000179,2024-08-02,2024-08-07,East,United States,Pennsylvania,Philadelphia,Distributor,Consumer,BrightPath Retail,Marcus Lee,Vertex Monitor,Electronics,Displays,12,371.79,0.00,4461.48,4461.48,14.16,2935.80,1525.68,34.20,Wire Transfer,Low,Returned,yes,2
SO-2024-00180,INV-000180,2024-08-01,2024-08-07,East,United States,Virginia,Richmond,Marketplace,Consumer,Greenline Supply,Daniel Brooks,Summit Desk,Furniture,Office,3,495.10,0.00,1485.30,1485.30,59.78,1013.74,471.56,31.75,ACH,Low,Delivered,no,5
SO-2024-00181,INV-000181,2024-08-04,2024-08-06,South,United States,Texas,Dallas,Marketplace,SMB,Northwind Supply,Anika Shah,Terra Blender,Home Appliances,Kitchen,28,146.66,0.05,4106.48,3901.16,57.00,2089.77,1811.39,46.43,ACH,Critical,Returned,yes,2
SO-2024-00182,INV-000182,2024-07-08,2024-07-11,South,United States,Florida,Miami,Online,Consumer,Elevate Stores,Jordan Reed,Terra Blender,Home Appliances,Kitchen,24,119.47,0.12,2867.28,2523.21,82.08,1856.00,667.20,26.44,Invoice,Critical,Returned,yes,4
SO-2024-00183,INV-000183,2024-07-20,2024-07-23,East,United States,Pennsylvania,Philadelphia,Marketplace,Consumer,Greenline Foods,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,6,735.79,0.10,4414.74,3973.27,90.74,2749.39,1223.87,30.80,ACH,Medium,Delivered,no,4
SO-2024-00184,INV-000184,2024-07-10,2024-07-12,East,United States,Virginia,Richmond,Inside Sales,SMB,Greenline Services,Jordan Reed,Harbor Chair,Furniture,Office,25,210.43,0.10,5260.75,4734.68,90.74,3564.86,1169.81,24.71,PayPal,Medium,Delivered,no,4
SO-2024-00185,INV-000185,2024-07-25,2024-07-28,South,United States,Florida,Miami,Inside Sales,SMB,Lighthouse Retail,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,7,678.47,0.00,4749.29,4749.29,80.20,3138.98,1610.31,33.91,Credit Card,High,Delivered,no,4
SO-2024-00186,INV-000186,2024-07-07,2024-07-11,North,United States,New York,New York,Marketplace,SMB,BluePeak Homes,Priya Nair,Nimbus Tablet,Electronics,Mobile Devices,16,694.74,0.00,11115.84,11115.84,85.42,6934.24,4181.60,37.62,PayPal,Low,Processing,no,3
SO-2024-00187,INV-000187,2024-07-25,2024-07-28,North,United States,New York,New York,Marketplace,Government,Summit Services,Anika Shah,Harbor Chair,Furniture,Office,5,214.93,0.00,1074.65,1074.65,85.70,761.42,313.23,29.15,PayPal,Medium,Delivered,no,5
SO-2024-00188,INV-000188,2024-07-09,2024-07-10,South,United States,Texas,Dallas,Retail,Enterprise,BrightPath Partners,Anika Shah,Apex Drill,Industrial,Tools,12,307.10,0.00,3685.20,3685.20,45.97,2632.73,1052.47,28.56,PayPal,Critical,Delivered,no,3
SO-2024-00189,INV-000189,2024-07-07,2024-07-11,East,United States,Pennsylvania,Philadelphia,Online,Government,Greenline Partners,Jordan Reed,Aurora Laptop,Electronics,Computers,4,1194.77,0.10,4779.08,4301.17,63.88,3483.15,818.02,19.02,Invoice,Critical,Delivered,no,4
SO-2024-00190,INV-000190,2024-07-13,2024-07-19,East,United States,Virginia,Richmond,Inside Sales,SMB,Lighthouse Homes,Elena Cruz,Vertex Monitor,Electronics,Displays,19,371.71,0.03,7062.49,6850.62,85.50,4588.91,2261.71,33.01,ACH,Low,Delivered,no,3
SO-2024-00191,INV-000191,2024-08-20,2024-08-23,North,United States,Massachusetts,Boston,Marketplace,SMB,PrimeAxis Homes,Noah Bennett,Nimbus Tablet,Electronics,Mobile Devices,27,662.48,0.12,17886.96,15740.52,60.95,11700.69,4039.83,25.67,Invoice,Low,Processing,no,4
